25.977	0.125
24.185	0.118
23.3	0.113
19.537	0.108
16.073	0.107
32.836	0.64
32.546	0.47
32.351	0.408
32.17	0.389
32.008	0.314
31.981	0.276
31.265	0.236
30.609	0.231
29.39	0.214
29.266	0.212
29.112	0.19
28.765	0.167
27.648	0.162
26.814	0.15
26.387	0.148
25.917	0.125
22.152	0.12
19.475	0.12
9.824	0.116
32.067	0.57
31.987	0.339
31.988	0.552
31.846	0.307
31.478	0.295
31.313	0.294
31.1	0.274
30.643	0.247
30.599	0.232
28.814	0.215
28.236	0.194
28.175	0.184
28.068	0.176
27.526	0.169
25.974	0.164
25.701	0.164
25.637	0.147
25.208	0.125
22.038	0.12
32.035	0.67
31.971	0.409
31.81	0.37
31.693	0.328
31.605	0.311
31.05	0.284
30.614	0.247
30.335	0.243
30.28	0.236
29.208	0.234
28.546	0.226
28.138	0.205
28.042	0.2
27.93	0.193
27.778	0.186
27.662	0.181
27.38	0.178
27.324	0.171
25.771	0.17
25.282	0.169
25.128	0.128
24.117	0.127
18.043	0.123
11.854	0.12
31.907	0.42
31.443	0.352
31.388	0.34
31.006	0.297
30.994	0.291
30.621	0.29
30.442	0.261
30.207	0.26
29.527	0.258
28.598	0.247
28.54	0.244
28.533	0.237
28.046	0.208
27.93	0.205
27.54	0.196
27.243	0.19
27.045	0.179
26.995	0.178
26.199	0.178
25.59	0.171
25.044	0.141
24.97	0.141
24.01	0.136
23.846	0.133
23.072	0.131
20.854	0.131
31.872	0.488
31.852	0.434
31.423	0.362
31.254	0.34
30.955	0.335
30.865	0.323
30.467	0.3
30.265	0.275
30.168	0.268
29.581	0.266
28.708	0.259
28.18	0.245
28.028	0.221
27.516	0.197
26.69	0.189
26.067	0.186
25.546	0.18
25.022	0.173
24.341	0.173
24.225	0.164
24.193	0.146
23.233	0.138
22.377	0.134
22.001	0.133
17.809	0.131
31.458	0.463
31.388	0.368
31.001	0.341
30.394	0.303
30.196	0.283
30.19	0.278
29.714	0.27
28.616	0.26
27.907	0.248
27.886	0.233
27.659	0.222
27.494	0.2
26.447	0.194
25.109	0.191
24.945	0.177
24.183	0.159
23.603	0.154
23.447	0.15
22.599	0.146
19.95	0.142
19.491	0.142
18.293	0.139
16.348	0.133
31.371	0.461
31.282	0.374
31.11	0.369
30.873	0.348
30.717	0.347
30.364	0.321
30.182	0.294
30.016	0.281
29.881	0.278
29.462	0.277
29.086	0.272
28.248	0.261
27.755	0.258
27.698	0.238
27.469	0.209
27.351	0.201
27.252	0.2
27.082	0.2
26.222	0.196
25.442	0.195
24.902	0.195
24.897	0.186
24.704	0.18
23.952	0.177
23.883	0.172
23.879	0.163
21.931	0.155
19.687	0.155
17.144	0.14
15.582	0.139
31.279	0.46
31.177	0.414
30.954	0.369
30.353	0.343
30.131	0.343
30.075	0.335
29.961	0.291
28.987	0.273
28.057	0.272
28.004	0.271
27.613	0.258
27.33	0.205
25.988	0.197
25.722	0.197
25.214	0.196
24.575	0.194
24.536	0.184
23.668	0.172
23.559	0.171
21.878	0.161
19.619	0.155
31.243	0.513
31.171	0.494
31.043	0.494
30.829	0.466
30.742	0.459
30.638	0.45
30.521	0.415
30.504	0.383
30.473	0.375
30.346	0.367
29.989	0.352
29.941	0.296
29.409	0.292
29.282	0.291
28.971	0.284
28.57	0.279
27.864	0.273
27.491	0.265
27.475	0.264
27.283	0.236
27.194	0.211
26.583	0.209
25.773	0.209
25.555	0.204
25.353	0.197
24.522	0.193
24.233	0.191
24.041	0.187
23.429	0.177
22.432	0.173
22.218	0.171
21.172	0.165
18.276	0.162
31.131	0.55
30.536	0.524
30.491	0.442
30.405	0.441
30.359	0.424
30.333	0.388
29.977	0.384
29.922	0.301
28.882	0.297
28.745	0.289
28.63	0.289
28.391	0.283
27.932	0.279
27.395	0.275
27.13	0.256
27.036	0.213
26.585	0.212
26.17	0.212
26.034	0.212
25.284	0.21
24.919	0.198
24.915	0.198
24.017	0.19
23.68	0.188
22.924	0.184
22.622	0.182
20.698	0.165
18.216	0.165
18.057	0.163
30.464	0.475
30.444	0.468
30.103	0.461
29.868	0.404
29.831	0.314
28.968	0.31
28.829	0.307
28.789	0.3
28.555	0.291
27.996	0.283
27.595	0.281
27.048	0.271
27.004	0.227
27.003	0.217
26.57	0.214
26.435	0.214
26.269	0.213
24.347	0.199
23.586	0.195
23.209	0.191
22.743	0.19
22.397	0.182
20.239	0.178
20.238	0.177
19.843	0.175
16.418	0.169
30.118	0.481
29.818	0.349
29.43	0.319
28.985	0.315
28.661	0.314
28.336	0.299
28.265	0.294
27.826	0.291
27.754	0.285
27.395	0.284
26.968	0.237
26.883	0.22
25.229	0.214
24.331	0.207
24.271	0.206
24.266	0.206
23.395	0.205
22.329	0.184
21.463	0.184
21.189	0.183
13.177	0.179
30.071	0.652
30.042	0.503
29.809	0.485
29.782	0.431
29.779	0.387
29.599	0.379
29.427	0.341
29.371	0.325
29.36	0.322
28.583	0.319
28.481	0.317
28.143	0.301
27.702	0.301
27.256	0.294
26.935	0.268
26.897	0.252
26.86	0.222
26.619	0.222
25.95	0.222
24.2	0.207
22.601	0.206
22.054	0.198
22.029	0.198
21.238	0.186
29.719	0.68
29.691	0.408
29.291	0.399
29.291	0.393
29.265	0.331
28.756	0.33
28.566	0.329
28.427	0.327
28.319	0.319
28.007	0.312
27.882	0.31
27.277	0.304
26.846	0.278
26.825	0.278
26.819	0.274
26.572	0.223
24.043	0.207
20.439	0.202
20.304	0.2
19.885	0.187
29.621	0.42
29.259	0.363
29.046	0.357
29.018	0.336
29.015	0.332
28.305	0.327
27.653	0.321
27.551	0.31
26.982	0.305
26.638	0.29
26.568	0.252
26.456	0.229
26.137	0.228
25.577	0.225
23.998	0.217
23.04	0.209
21.364	0.209
19.627	0.188
18.79	0.187
29.603	0.47
29.502	0.439
29.391	0.427
29.211	0.421
28.983	0.375
28.947	0.373
28.927	0.358
28.86	0.337
27.64	0.33
27.34	0.316
27.165	0.315
26.97	0.311
26.61	0.296
26.529	0.288
26.527	0.287
26.496	0.265
26.341	0.254
26.296	0.25
26.094	0.234
25.753	0.228
24.998	0.227
24.305	0.225
23.848	0.218
22.405	0.212
19.607	0.211
19.459	0.201
19.156	0.193
12.815	0.192
11.726	0.191
29.586	0.507
29.463	0.442
29.088	0.44
28.828	0.383
28.733	0.345
28.454	0.342
28.423	0.338
27.505	0.332
27.213	0.327
27.199	0.323
26.925	0.323
26.924	0.316
26.702	0.313
26.605	0.309
26.438	0.305
26.405	0.288
26.267	0.268
26.245	0.268
26.179	0.264
26.113	0.251
25.994	0.236
25.64	0.232
24.64	0.232
24.437	0.229
23.677	0.22
23.632	0.219
22.961	0.218
22.951	0.218
22.284	0.214
20.319	0.214
20.161	0.213
18.833	0.204
18.785	0.204
18.585	0.197
29.496	0.541
29.453	0.498
28.613	0.406
28.536	0.373
28.418	0.342
27.334	0.336
27.153	0.329
26.537	0.327
26.184	0.287
26.109	0.266
26.045	0.253
25.476	0.24
25.407	0.234
24.776	0.234
24.405	0.231
23.855	0.23
22.888	0.227
21.58	0.223
21.391	0.223
20.736	0.22
19.326	0.213
17.805	0.199
15.16	0.198
29.45	0.504
28.962	0.5
28.598	0.423
28.396	0.405
28.374	0.384
28.306	0.35
28.031	0.348
27.496	0.346
26.888	0.336
26.818	0.332
26.138	0.331
26.097	0.278
26.062	0.268
26.043	0.259
25.616	0.255
25.544	0.253
25.471	0.245
25.385	0.237
24.351	0.236
24.073	0.234
22.789	0.232
21.191	0.229
20.794	0.227
20.791	0.223
19.601	0.221
19.141	0.22
18.394	0.216
16.677	0.2
29.445	0.531
28.959	0.503
28.58	0.424
28.302	0.419
28.279	0.359
28.238	0.351
27.778	0.348
26.41	0.332
26.021	0.331
26.013	0.259
25.582	0.258
25.545	0.257
25.24	0.242
25.147	0.239
24.703	0.238
23.874	0.237
23.343	0.237
22.445	0.236
21.994	0.234
21.979	0.232
20.52	0.223
18.77	0.223
18	0.217
16.064	0.201
29.08	0.634
28.997	0.561
28.919	0.554
28.772	0.551
28.532	0.425
28.252	0.387
28.233	0.355
27.18	0.351
26.598	0.35
26.399	0.339
26.255	0.336
26.005	0.294
25.985	0.272
25.842	0.271
25.79	0.265
25.729	0.262
25.133	0.252
25.041	0.251
25.034	0.248
24.993	0.246
24.96	0.244
24.797	0.242
24.581	0.242
24.082	0.24
23.238	0.239
23.068	0.238
21.385	0.235
20.496	0.227
20.262	0.225
16.859	0.221
14.127	0.221
28.835	0.597
28.683	0.593
28.484	0.492
28.466	0.446
28.394	0.431
28.187	0.362
27.557	0.358
27.285	0.356
26.369	0.353
26.368	0.341
26.234	0.336
25.966	0.324
25.953	0.314
25.92	0.272
25.598	0.27
25.588	0.27
24.986	0.259
24.931	0.257
24.872	0.254
24.786	0.249
24.743	0.247
24.645	0.242
23.843	0.242
23.055	0.241
22.79	0.239
22.235	0.238
21.305	0.236
20.274	0.229
28.681	0.611
28.428	0.479
28.389	0.452
28.252	0.441
28.072	0.414
27.94	0.391
27.793	0.377
27.707	0.372
27.373	0.371
27.268	0.362
26.732	0.359
26.325	0.355
26.281	0.351
26.133	0.34
25.904	0.308
25.777	0.28
25.676	0.273
25.585	0.272
24.654	0.264
24.455	0.264
24.096	0.262
23.935	0.246
22.844	0.244
22.631	0.24
19.702	0.238
18.665	0.232
17.692	0.231
28.476	0.671
28.41	0.577
28.315	0.493
28.135	0.467
28.05	0.415
27.814	0.415
27.661	0.381
27.511	0.38
27.075	0.363
25.891	0.318
25.77	0.305
25.749	0.304
25.701	0.297
25.466	0.296
25.422	0.284
25.297	0.278
24.857	0.274
24.518	0.272
24.261	0.268
23.947	0.264
23.603	0.255
23.52	0.251
23.077	0.25
22.889	0.247
22.582	0.243
22.26	0.24
17.509	0.237
15.255	0.233
28.274	0.547
28.07	0.478
27.947	0.442
27.838	0.442
27.8	0.43
27.601	0.429
27.45	0.383
27.016	0.368
26.43	0.366
26.138	0.364
25.794	0.321
25.762	0.318
25.623	0.298
25.266	0.292
25.236	0.292
25.177	0.283
24.69	0.281
24.629	0.279
24.285	0.275
24.239	0.271
24.237	0.268
23.866	0.265
23.579	0.264
23.513	0.255
23.177	0.255
22.44	0.251
22.237	0.245
21.935	0.242
21.615	0.241
18.768	0.24
13.902	0.237
28.197	0.548
27.96	0.512
27.713	0.442
27.683	0.434
27.414	0.393
27.225	0.384
26.575	0.38
26.121	0.378
26.005	0.367
25.672	0.344
25.564	0.331
25.54	0.329
25.531	0.302
25.224	0.299
24.994	0.287
24.619	0.283
24.445	0.282
24.444	0.279
24.222	0.277
24.177	0.277
24.121	0.269
24.072	0.269
23.714	0.265
23.498	0.263
23.466	0.26
23.369	0.256
22.332	0.254
22.115	0.25
21.301	0.247
20.832	0.247
20.717	0.243
27.913	0.515
27.626	0.483
27.57	0.439
27.405	0.416
27.391	0.409
27.01	0.4
26.983	0.386
25.69	0.379
25.471	0.357
25.32	0.348
25.317	0.32
25.312	0.317
25.24	0.312
24.797	0.301
24.79	0.293
24.581	0.287
23.445	0.267
23.318	0.264
22.996	0.261
22.94	0.259
22.62	0.257
22.063	0.251
22.034	0.25
19.744	0.245
27.773	0.572
27.693	0.519
27.442	0.492
27.369	0.487
27.291	0.483
27.242	0.414
26.953	0.398
26.924	0.393
26.73	0.386
25.331	0.371
25.29	0.33
25.084	0.325
24.861	0.319
24.608	0.307
24.528	0.306
24.528	0.305
24.517	0.301
24.404	0.294
23.828	0.292
23.41	0.291
23.366	0.285
23.357	0.284
23.229	0.284
22.982	0.274
22.615	0.267
22.303	0.258
21.957	0.254
21.282	0.251
19.508	0.249
19.148	0.249
27.635	0.589
27.453	0.533
27.439	0.509
27.317	0.496
27.261	0.495
27.214	0.429
27.077	0.423
26.958	0.421
26.829	0.417
26.728	0.397
26.675	0.388
25.289	0.373
25.286	0.367
25.258	0.345
25.216	0.336
25.168	0.332
24.547	0.318
24.503	0.308
24.476	0.303
24.245	0.3
23.963	0.298
23.103	0.285
22.896	0.274
22.37	0.268
22.146	0.265
21.921	0.258
21.794	0.254
15.902	0.249
27.454	0.846
27.323	0.778
27.288	0.505
27.228	0.504
27.207	0.492
27.126	0.434
26.887	0.434
26.704	0.429
26.695	0.412
26.623	0.398
26.498	0.397
26.362	0.393
26.084	0.389
25.319	0.388
25.201	0.352
25.106	0.344
25.067	0.343
25.053	0.336
24.473	0.305
24.086	0.302
23.861	0.299
23.057	0.292
22.923	0.29
22.777	0.283
22.653	0.276
22.037	0.267
21.665	0.259
20.764	0.258
20.423	0.255
18.571	0.254
15.127	0.252
27.222	0.747
27.046	0.513
26.983	0.446
26.769	0.446
26.671	0.425
26.588	0.403
26.336	0.402
25.994	0.397
25.972	0.395
25.933	0.394
25.386	0.391
25.197	0.368
25.159	0.361
24.916	0.342
24.482	0.341
24.46	0.324
24.333	0.308
23.345	0.3
22.689	0.289
22.658	0.284
22.652	0.28
21.462	0.261
20.292	0.257
27.064	0.783
26.941	0.532
26.902	0.519
26.894	0.489
26.889	0.477
26.652	0.43
26.581	0.403
25.327	0.397
25.239	0.394
25.152	0.372
25.059	0.368
24.848	0.351
24.7	0.348
24.671	0.347
24.364	0.333
24.284	0.311
22.887	0.301
22.436	0.296
22.431	0.292
22.371	0.291
22.213	0.283
21.434	0.27
21.13	0.265
20.994	0.262
19.49	0.262
26.873	0.559
26.781	0.48
26.6	0.479
26.558	0.462
26.534	0.437
26.455	0.412
26.054	0.408
25.999	0.404
25.092	0.402
25.025	0.377
24.851	0.373
24.74	0.358
24.645	0.354
24.604	0.352
24.37	0.349
24.3	0.333
24.171	0.323
24.16	0.314
23.295	0.313
22.807	0.303
22.048	0.3
22.019	0.296
21.957	0.284
21.375	0.279
21.36	0.279
20.962	0.277
20.39	0.274
18.783	0.27
18.455	0.262
26.718	0.628
26.654	0.487
26.255	0.454
26.227	0.442
26.212	0.418
25.947	0.407
24.96	0.382
24.666	0.361
24.196	0.349
24.179	0.335
24.077	0.319
24.011	0.317
23.406	0.316
22.696	0.31
22.254	0.306
22.183	0.306
22.045	0.302
21.893	0.29
21.795	0.288
21.541	0.286
21.465	0.286
21.301	0.28
20.789	0.278
20.56	0.277
20.179	0.276
20.072	0.275
17.633	0.265
16.276	0.263
26.519	0.531
26.427	0.49
26.21	0.441
26.014	0.431
25.924	0.43
25.87	0.412
25.533	0.412
24.966	0.41
24.912	0.385
24.5	0.384
24.466	0.379
24.35	0.363
24.155	0.353
24.01	0.33
23.619	0.328
22.934	0.325
22.838	0.317
22.436	0.315
21.942	0.304
21.75	0.29
21.375	0.286
19.76	0.276
17.088	0.271
16.757	0.266
26.473	0.558
26.386	0.515
26.186	0.495
26.159	0.488
25.921	0.483
25.902	0.455
25.817	0.432
25.663	0.422
25.596	0.417
25.301	0.413
25.005	0.413
24.878	0.402
24.723	0.395
24.677	0.39
24.288	0.368
24.135	0.353
23.987	0.335
23.608	0.33
22.732	0.321
22.469	0.319
21.875	0.309
21.325	0.308
21.28	0.292
20.296	0.289
20.285	0.289
19.578	0.28
16.944	0.274
15.923	0.266
26.441	0.704
26.369	0.579
26.189	0.56
26.157	0.504
25.853	0.478
25.835	0.473
25.72	0.472
25.704	0.442
25.683	0.438
25.323	0.423
24.948	0.422
24.653	0.418
24.649	0.4
24.408	0.4
24.233	0.397
24.214	0.397
24.19	0.388
24.078	0.381
24.052	0.356
24.005	0.355
23.821	0.352
23.715	0.344
23.596	0.34
23.527	0.332
23.183	0.332
23.101	0.331
22.997	0.33
22.247	0.32
21.725	0.317
20.942	0.31
20.649	0.308
20.326	0.306
20.195	0.296
19.908	0.291
19.447	0.286
19.294	0.281
19.278	0.281
15.883	0.267
26.19	0.579
26.066	0.543
25.903	0.524
25.673	0.46
25.611	0.456
25.587	0.452
25.263	0.433
25.216	0.427
24.613	0.42
24.239	0.405
24.122	0.403
24.105	0.389
24.012	0.386
23.965	0.376
23.91	0.371
23.909	0.364
23.668	0.36
23.604	0.358
23.588	0.347
23.405	0.344
23.325	0.333
22.616	0.331
22.138	0.325
21.858	0.322
21.616	0.32
20.937	0.311
20.158	0.301
19.87	0.294
18.871	0.285
16.134	0.282
26.14	0.645
25.919	0.616
25.841	0.586
25.795	0.557
25.591	0.499
25.563	0.489
25.354	0.456
25.247	0.443
25.201	0.428
24.191	0.41
23.962	0.378
23.699	0.367
23.524	0.355
23.42	0.351
23.39	0.349
23.18	0.341
23.144	0.339
23.091	0.338
22.053	0.333
21.686	0.33
21.675	0.329
21.639	0.322
21.58	0.321
20.65	0.319
20.646	0.316
20.076	0.313
19.785	0.312
19.745	0.296
18.975	0.296
18.867	0.294
16.806	0.29
4.109	0.284
25.969	0.786
25.589	0.609
25.544	0.549
25.509	0.506
25.481	0.506
25.303	0.493
25.268	0.482
25.136	0.438
25.096	0.43
24.086	0.414
24.056	0.414
23.825	0.394
23.669	0.385
23.478	0.373
23.467	0.364
23.456	0.357
22.859	0.34
21.536	0.329
21.506	0.321
20.621	0.317
19.624	0.313
19.524	0.306
18.854	0.302
18.249	0.298
14.361	0.296
25.521	0.609
25.383	0.589
25.083	0.439
24.943	0.438
24.664	0.434
23.873	0.423
23.599	0.403
23.452	0.357
22.795	0.356
22.502	0.345
21.452	0.325
21.449	0.323
20.755	0.322
20.597	0.32
19.127	0.311
17.696	0.298
25.296	0.732
25.045	0.48
24.961	0.442
24.767	0.441
24.683	0.441
24.328	0.436
23.472	0.413
23.446	0.404
23.444	0.365
23.321	0.359
22.603	0.358
22.351	0.354
22.333	0.35
22.216	0.345
21.384	0.323
18.477	0.313
18.137	0.311
17.537	0.299
25.032	0.553
24.99	0.497
24.951	0.452
24.62	0.45
24.606	0.444
24.37	0.441
23.658	0.437
23.404	0.394
23.317	0.366
22.138	0.362
22.048	0.36
22.035	0.348
21.248	0.346
21.144	0.327
20.842	0.325
19.602	0.324
17.941	0.313
15.284	0.311
14.132	0.311
24.964	0.517
24.915	0.458
24.314	0.447
24.312	0.445
24.037	0.444
23.936	0.443
23.336	0.394
23.184	0.389
23.107	0.389
23.094	0.384
23.043	0.384
22.978	0.377
22.743	0.368
21.976	0.358
21.84	0.354
21.799	0.352
21.362	0.348
21.077	0.34
20.88	0.335
20.857	0.328
20.456	0.325
17.887	0.319
17.277	0.314
15.667	0.313
15.296	0.313
24.898	0.518
24.891	0.472
24.445	0.467
24.239	0.445
23.328	0.435
23.308	0.419
23.294	0.408
23.064	0.391
23.05	0.386
22.725	0.372
21.616	0.369
21.472	0.365
21.248	0.358
20.813	0.357
20.802	0.33
20.345	0.328
20.321	0.325
17.234	0.318
16.589	0.317
16.401	0.315
24.851	0.625
24.812	0.489
24.59	0.486
24.564	0.485
24.141	0.453
23.759	0.45
23.553	0.447
23.242	0.446
23.223	0.416
23.053	0.403
22.986	0.403
22.968	0.402
22.757	0.397
22.572	0.373
21.824	0.372
20.929	0.362
20.929	0.36
20.74	0.346
20.722	0.339
20.471	0.338
20.353	0.331
17.587	0.33
15.314	0.328
12.29	0.325
24.794	0.491
24.103	0.465
23.759	0.454
23.514	0.45
23.234	0.447
23.105	0.434
23.064	0.434
22.683	0.411
22.346	0.396
22.322	0.376
22.14	0.374
20.749	0.366
20.693	0.352
20.62	0.345
20.142	0.343
19.74	0.337
18.014	0.331
24.756	0.59
24.718	0.494
24.113	0.492
23.676	0.465
23.446	0.46
23.29	0.456
23.038	0.445
22.731	0.44
22.631	0.434
22.276	0.397
22.242	0.389
22.16	0.386
22.055	0.382
21.904	0.382
21.353	0.375
20.529	0.354
20.284	0.348
19.67	0.347
19.452	0.342
18.371	0.34
17.545	0.337
5.337	0.337
24.632	0.585
24.615	0.558
24.584	0.551
24.45	0.547
24.356	0.506
24.052	0.494
23.673	0.492
23.519	0.466
22.647	0.461
22.605	0.457
22.49	0.448
22.206	0.427
22.178	0.41
22.091	0.393
21.444	0.386
21.262	0.376
20.686	0.375
20.218	0.358
19.915	0.357
19.394	0.35
17.562	0.349
4.434	0.342
24.574	0.576
24.305	0.512
23.414	0.506
23.39	0.504
23.233	0.483
23.197	0.474
23.096	0.47
22.769	0.469
22.332	0.458
22.171	0.419
22.088	0.41
22.059	0.403
21.568	0.399
21.462	0.398
21.271	0.39
21.046	0.379
20.716	0.377
20.675	0.377
20.177	0.366
20.029	0.364
19.68	0.359
18.86	0.356
17.134	0.35
24.525	0.614
24.345	0.602
24.264	0.528
22.952	0.524
22.877	0.511
22.628	0.481
22.615	0.481
22.369	0.473
22.246	0.471
22.159	0.46
22.152	0.446
22.066	0.43
21.979	0.42
21.9	0.417
21.815	0.409
21.311	0.404
21.009	0.4
20.943	0.387
20.002	0.369
19.513	0.361
18.577	0.36
18.479	0.356
24.372	0.766
24.03	0.618
23.665	0.56
22.825	0.521
22.704	0.52
22.323	0.5
22.166	0.473
22.007	0.441
21.546	0.414
21.458	0.413
21.154	0.406
20.804	0.398
20.505	0.395
19.715	0.373
18.808	0.363
11.885	0.356
24.37	0.913
23.934	0.699
23.91	0.653
23.607	0.565
22.805	0.546
22.72	0.526
22.069	0.515
22.048	0.485
21.921	0.467
21.25	0.416
20.832	0.41
20.115	0.403
19.503	0.376
18.667	0.372
18.54	0.369
17.525	0.366
17.132	0.363
23.669	0.712
23.437	0.667
23.386	0.614
22.893	0.586
22.602	0.557
22.521	0.537
22.449	0.529
22.41	0.528
21.785	0.476
21.278	0.47
21.092	0.436
20.393	0.42
20.294	0.414
20.039	0.406
19.142	0.383
18.601	0.375
18.142	0.37
16.5	0.367
16.007	0.363
23.281	0.691
23.16	0.64
22.671	0.636
22.25	0.54
21.799	0.538
21.731	0.519
21.584	0.484
21.084	0.453
20.705	0.441
20.011	0.428
19.117	0.394
18.736	0.391
17.532	0.374
16.433	0.37
22.971	0.948
22.722	0.669
22.225	0.576
22.051	0.557
21.381	0.522
21.251	0.512
20.974	0.471
20.669	0.456
19.515	0.434
19.488	0.428
18.876	0.394
17.348	0.384
16.954	0.376
22.565	0.819
22.183	0.683
21.23	0.536
20.798	0.526
20.766	0.491
20.741	0.483
20.503	0.477
20.467	0.472
20.457	0.465
20.427	0.457
19.915	0.457
19.314	0.436
18.09	0.402
18.001	0.401
16.704	0.385
13.398	0.378
22.059	0.771
21.73	0.694
20.913	0.675
20.632	0.624
20.563	0.503
20.548	0.485
20.42	0.462
20.045	0.458
19.152	0.444
18.074	0.419
13.781	0.4
2.449	0.394
21.696	0.849
20.559	0.529
20.231	0.496
20.071	0.475
18.9	0.462
18.413	0.461
18.281	0.458
17.659	0.432
16.038	0.428
20.481	0.698
20.214	0.505
19.985	0.505
19.516	0.477
18.665	0.475
17.004	0.433
20.242	0.868
20.208	0.516
18.973	0.506
16.74	0.465
15.845	0.46
15.663	0.447
15.559	0.439
2.588	0.433
20.102	0.577
19.523	0.518
18.836	0.515
17.919	0.508
14.52	0.464
8.469	0.443
19.75	0.863
19.465	0.591
18.848	0.553
14.532	0.533
5.613	0.497
4.244	0.469
1.251	0.463
19.367	0.713
19.277	0.652
18.778	0.557
12.556	0.537
19.176	0.731
19.065	0.689
18.532	0.68
18.228	0.567
3.281	0.565
17.563	0.999
17.198	0.606
8.733	0.582
3.203	0.577
16.492	0.947
16.013	0.667
13.756	0.631
7.982	0.596
13.501	0.751
8.294	0.665
2.104	0.812
