,Formula,Space group,Material_id,Gap,e_above_hull,N_sites,Density
159,SnO2,P4_2/mnm,mp-856,0.6519000000000004,0.0,6,6.6088674336338125
12,As2Os,Pnnm,mp-2455,0.6546000000000003,0.0,6,10.788087720853568
124,InSe,P-6m2,mp-1079260,0.6587000000000001,0.004774995000000004,8,4.826716753335339
94,SrF3,P2_1/m,mp-1080514,0.6608,0.0,8,4.032836571428967
131,KTe,P6_3/mmc,mp-2072,0.6627000000000001,0.0,8,3.207599495136333
50,Ca2Sn,Fm-3m,mp-1009730,0.6639999999999997,0.03183334583333286,3,3.043352109832327
99,Ga2Os,Fddd,mp-570875,0.6661000000000001,0.07140113499999323,6,12.47511160619666
90,PdF4,Fdd2,mp-13868,0.6701999999999999,0.0,10,4.473437928890828
193,Rb2Se3,Cmc2_1,mp-7447,0.6706000000000001,0.0,10,3.7774983025368565
174,P4Os,P2_1/c,mp-1087509,0.6758000000000006,0.0,10,6.647137503907119
129,K3Sb,Fm-3m,mp-10159,0.6773,0.028535317500000268,4,2.5286433394421812
183,PbS,P6_3mc,mp-1012435,0.6898999999999997,0.056755717500000635,4,6.973010159366624
149,UN2,Fm-3m,mp-1776,0.6911000000000005,0.0,3,12.015513001416792
95,UF5,I4/m,mp-1852,0.6921999999999999,0.0,6,5.151624436156307
134,Li3P,P6_3/mmc,mp-736,0.6996000000000002,0.0,8,1.4622818703719636
165,Tl2O,R-3m,mp-27484,0.6999,0.0002373466666742985,6,9.413252504477484
1,AgBr,P2_1/m,mp-570301,0.7,0.04135214750000005,4,6.245163568251635
151,YN,P6_3/mmc,mp-6913,0.7004999999999999,0.08809957000000068,4,4.905118486495065
201,SnSe2,P-3m1,mp-665,0.7018,0.0,3,5.120499523397654
58,CrCl2,Pnnm,mp-655234,0.7019000000000002,0.06391669648148213,6,2.845325327739865
203,SnSe,Cmcm,mp-2168,0.7042999999999999,0.011448297500000315,4,5.924580591758971
128,K2P3,Fmmm,mp-8262,0.7095000000000002,0.0001437069999994378,10,1.9148645466766194
115,TeI,C2/m,mp-569766,0.7162999999999999,0.0,8,4.92231570155831
189,TePb,Pnma,mp-685022,0.7206000000000001,0.05811223624999995,8,7.9180889736950855
137,MgP4,P2_1/c,mp-384,0.7289000000000003,0.0,10,2.46614174038255
171,ZnO,P6_3mc,mp-2133,0.7303,0.0,4,5.437863970738863
0,AgBr,Fm-3m,mp-23231,0.7306000000000001,0.037009185000000056,2,6.2245796746989335
208,Tl2Te3,C2/c,mp-29711,0.7326999999999995,0.0,10,7.48690518832238
81,Cs2Se3,Cmc2_1,mp-7449,0.7396,0.0,10,4.092482945935117
195,SiS4,P2_1/m,mp-1080657,0.7528999999999999,0.04592203237500225,10,2.0948575343549045
57,CrCl2,Pnnm,mp-22857,0.7548999999999997,0.062071819814816465,6,2.7382022475606744
68,Y2Cl3,C2/m,mp-27678,0.7587000000000002,0.0,10,3.43288515486648
184,PbS,P2_1/m,mp-1078696,0.7614000000000001,0.08290959875000059,8,6.490216495860211
177,Rb2P3,Fmmm,mp-2079,0.7643999999999997,0.0,10,2.6439835472020095
5,AgI,Fm-3m,mp-22919,0.7690000000000001,0.09201829499999992,2,6.642205533656918
51,CdP4,P2_1/c,mp-7904,0.7775999999999996,0.008935772261905228,10,3.715975646741477
102,GaTe,P6_3/mmc,mp-10009,0.7804000000000002,0.00398078249999978,8,4.804721875203941
45,CaH2,P6_3/mmc,mp-24809,0.7814000000000001,0.055924374166666624,6,2.077239518232828
64,PdCl2,P2_1/c,mp-1018891,0.7861999999999999,0.011780776111111724,6,3.841986491536187
207,ThTe3,P2_1/m,mp-1025522,0.7904,0.0,8,6.844257691326957
146,MnS,Fm-3m,mp-850034,0.7927,0.06038237749999986,2,4.296224023705183
162,SnO2,Pnnm,mp-550172,0.8060999999999998,0.0022980783333332866,6,6.627866019824383
138,MgTe,P6_3/mmc,mp-1017510,0.8062999999999994,0.04766248750000024,4,4.711137948059274
188,TePb,Fm-3m,mp-19717,0.8071999999999999,0.0,2,7.856996892898824
26,BaTe3,P-42_1m,mp-8234,0.8122999999999996,0.011695468749999716,8,5.982170076085603
173,P2Os,Pnnm,mp-2319,0.815199999999999,0.0,6,9.334691977895638
18,Au2O3,Fdd2,mp-27253,0.8199999999999998,0.0,10,10.406697348337108
194,RbTe,Pbam,mp-8360,0.8245999999999998,0.02560945250000035,8,4.2409124787987045
192,PtSe2,P-3m1,mp-1115,0.8273999999999999,0.0,3,7.821288412821826
28,BiI,C2/m,mp-568388,0.8279000000000001,0.026354870833333877,8,6.10360416979927
144,MnS,F-43m,mp-850037,0.8285999999999998,0.0,2,3.4146613273119226
97,FeP4,C222_1,mp-568328,0.8292999999999999,0.012781697500013678,10,4.205289670125828
145,MnS,P6_3mc,mp-850036,0.8357000000000001,0.017909945000000427,4,3.3914214426246927
79,Cs2P3,Fmmm,mp-14652,0.8419000000000003,0.0,10,3.1937032224329265
135,Li3Sb,Fm-3m,mp-2074,0.8451,0.0,4,3.3521009485788444
199,TlS,I4/mcm,mp-322,0.8478000000000003,0.05039647015625537,8,7.043525786605017
69,ZrCl2,R3m,mp-23162,0.8481000000000005,0.0,3,3.855973688178949
38,NbBr4,C2/m,mp-1080428,0.8548,0.0,10,4.070716190256522
204,SnSe,P4/nmm,mp-8936,0.8548999999999999,0.04610063249999996,4,2.9087304711691977
191,Rb2Pd,Fm-3m,mp-1062711,0.8564,0.09060545333333314,3,3.285397513525638
167,VO2,Pnnm,mp-796076,0.8619000000000003,0.0016187450000000325,6,4.4701188875358016
92,RhF3,R-3c,mp-2068,0.8625999999999999,0.0,8,5.294263335540481
3,AgCl,P2_1/m,mp-570687,0.8727,0.011372675000000054,4,5.43384204755747
114,PdI2,Pnnm,mp-569017,0.8733000000000002,0.016237895000000613,6,4.8036344251807925
98,FeS2,Pnnm,mp-1522,0.8770000000000007,0.0,6,4.893651264940425
22,BaF3,P2_1/m,mp-1080821,0.8828,0.0,8,4.512646114255365
179,P4Ru,P2_1/c,mp-1080439,0.8846000000000007,0.01592549166666668,10,4.770503297563004
166,VO2,P4_2/mnm,mp-561572,0.8854000000000002,4.0393333334165504e-05,6,4.4469427458928354
182,PbS,Pnma,mp-1091375,0.8872999999999998,0.01862807749999984,8,7.148510878357764
39,PdBr2,C2/c,mp-27857,0.8979,0.0,6,4.066308824548829
105,GeSe,Pnma,mp-700,0.8988,0.0,8,5.121946569342683
65,PdCl2,Pnnm,mp-569008,0.9097,0.0289248211111115,6,3.3717491426807986
62,NiCl2,R-3m,mp-27396,0.9162999999999999,0.0,3,3.2213106317255984
73,CoO2,P-3m1,mp-32686,0.9177999999999997,0.026684935833331203,3,5.069094634781237
7,AlSb,P6_3mc,mp-1018100,0.9179000000000004,0.008148902500000332,4,4.0797275731576725
25,BaSe3,P-42_1m,mp-7548,0.9260000000000002,0.004225005351561784,8,5.2500956803326515
210,Te2W,P6_3/mmc,mp-1019322,0.9395999999999995,0.02538069583333602,6,8.823618216389502
85,CuI,Cmcm,mp-1007922,0.9427000000000003,0.05679269000000042,4,5.259605776738203
2,AgCl,Fm-3m,mp-22922,0.9539000000000002,0.0,2,5.356179410569647
46,Ca3N2,R-3c,mp-1047,0.9554,0.013622313750000004,10,2.666963754268679
104,GeS2,P4_2/nmc,mp-1071032,0.9558,0.09621701770833013,6,3.1621418909033108
101,Ga2Te5,I4/m,mp-2371,0.9569999999999999,0.0,7,5.500923886588706
118,In2O3,R-3c,mp-22323,0.9578999999999995,0.029491442000000312,10,6.941641659064563
89,IrF3,R-3c,mp-2437,0.9611000000000001,0.0030829731250046066,8,8.039138818626087
147,Te2Mo,P6_3/mmc,mp-602,0.9657,0.0,6,6.9283524242671515
88,HgF2,Fm-3m,mp-8177,0.9684,0.0,3,8.773296180515459
66,PdCl2,P2/m,mp-1018888,0.9724,0.02898144444444517,6,3.3227999223576825
133,Li3N,P6/mmm,mp-2251,0.9840000000000001,0.0,4,1.288609010112388
34,CuBr,P4/nmm,mp-22917,0.9948999999999999,0.002187302499999877,4,5.155570583051072
21,SrB6,Pm-3m,mp-242,1.0040999999999993,0.0,7,3.41706056581185
42,YbC2,I4/mmm,mp-1100,1.0157,0.05221974374999405,3,6.992808010747606
17,CsAu,Pm-3m,mp-2667,1.0239,0.0,2,6.51413454968331
211,ZnTe,F-43m,mp-2176,1.0290000000000004,0.0,2,5.418812150992769
111,HgSe,P3_221,mp-1018722,1.0322,0.03712615500000016,6,7.782780801317708
205,Tl2Se3,C2/c,mp-1080677,1.0324,0.013060627281249904,10,7.269722094359688
8,Al2Te5,C2/m,mp-9254,1.0356,0.0,7,4.45691696598753
100,Ga2Se3,Cc,mp-1340,1.0376,0.0,10,4.767617685594667
53,CdS,F-43m,mp-2469,1.0461,0.001219669999999784,2,4.576805151119732
70,CoO,F-43m,mp-715460,1.0476,0.0,2,5.136134319244935
200,ZrS2,P-3m1,mp-1186,1.0478000000000003,0.0,3,3.3074690414665873
117,VI2,P-3m1,mp-1018138,1.0495999999999994,0.0,3,4.8369459491521924
6,Ag2S,P2_1/m,mp-556225,1.0608000000000004,0.005376126666668757,6,6.503843619551617
212,ZnTe,P3_1,mp-571195,1.069,0.0031023566666665836,6,5.424327957909449
150,WN2,P-6m2,mp-999549,1.0696000000000003,0.0,3,12.066237758071253
41,WBr6,R-3,mp-28483,1.0697999999999999,0.0,7,4.176017674392683
198,SrS3,Aea2,mp-1175,1.0703,0.0,8,2.960341116098919
20,BP,P6_3mc,mp-1008559,1.0757000000000003,0.011565962499999749,4,2.953063012125262
61,NbCl4,C2/m,mp-31040,1.0765,0.0,10,2.5853158048727876
126,InSe,C2/m,mp-21405,1.0795999999999997,0.03557385625000009,8,5.390145613069638
213,ZnTe,P6_3mc,mp-8884,1.1007000000000002,0.00630044250000017,4,5.409812514466139
75,CoO2,P-3m1,mp-714965,1.1057,0.031195422499999736,3,4.778501127862719
82,CsTe,Pbam,mp-8361,1.1129000000000002,0.0,8,4.534722913096248
190,TePb,Pnma,mp-1079574,1.1150000000000002,0.06500985625000011,8,7.470658337330211
132,LaN,P6_3mc,mp-567290,1.1159,0.0,4,5.760192281896169
52,CdS,P6_3mc,mp-672,1.1162,0.0,4,4.575653035542619
74,CoO2,P-3m1,mp-714976,1.1166,0.02668493583333209,3,4.786926248757031
187,PbSe,Pnma,mp-1079172,1.1181000000000005,0.07581480999999979,8,7.307260647400709
91,PtF4,Fdd2,mp-8943,1.1225,0.0,10,6.560004429214969
40,VBr2,P-3m1,mp-971787,1.1314000000000002,0.0,3,4.0659056898565655
196,SnS,Cmcm,mp-1379,1.1323000000000003,0.06303699750000025,4,3.7528150226777495
197,SnS,Cmcm,mp-1040453,1.1323000000000003,0.0631273650000006,4,3.752815154590932
107,HfS3,P2_1/m,mp-9922,1.1326,0.0,8,5.091838313294505
67,PtCl2,Pnnm,mp-567484,1.1359,0.04472348277777982,6,5.126924527926468
116,TiI4,C2/c,mp-541013,1.1383999999999999,0.0,10,4.366868798781903
186,PbSe,Cmcm,mp-1063670,1.1440000000000001,0.0523708850000002,4,7.9527438504150005
170,WO3,P4/nmm,mp-19443,1.1455,0.00018257249999820147,8,6.656532869927425
163,TeO3,R-3c,mp-2552,1.1502999999999997,0.0,8,5.995793760035555
27,Be2C,Fm-3m,mp-1569,1.1636999999999995,0.0,3,2.4612616266066016
113,MnI2,P-3m1,mp-28013,1.1639,0.0,3,4.463106156174579
206,ZnSe,F-43m,mp-1190,1.1663,0.0,2,5.064264571986021
71,CoO,P6_3mc,mp-715448,1.1707999999999998,0.006644137499999481,4,5.105816576613445
29,Bi2O3,P-3m1,mp-1017552,1.1772,0.06983053549999951,5,9.859558488712516
110,HgO,Pnma,mp-1224,1.1867,0.0,8,9.849066293204165
72,CoO2,R-3m,mp-1062939,1.1944000000000001,0.023542509166666115,3,4.4399989831628215
